epoch,accuracy,loss,val_accuracy,val_loss
0,0.9559666514396667,0.13984014093875885,0.9819999933242798,0.054164666682481766
1,0.9854666590690613,0.04564916342496872,0.9861999750137329,0.040438082069158554
2,0.9901999831199646,0.031700924038887024,0.9907000064849854,0.02956712432205677
3,0.9924166798591614,0.023412978276610374,0.9897000193595886,0.0340697318315506
4,0.9947999715805054,0.016048109158873558,0.9898999929428101,0.034157924354076385
