epoch,accuracy,loss,val_accuracy,val_loss
0,0.9578499794006348,0.1322685331106186,0.9865000247955322,0.04218309745192528
1,0.9868500232696533,0.04351459816098213,0.991100013256073,0.030809111893177032
2,0.9910500049591064,0.03000864014029503,0.9896000027656555,0.03163324296474457
3,0.9930499792098999,0.022513238713145256,0.9922999739646912,0.02228592149913311
4,0.9950000047683716,0.016424857079982758,0.9918000102043152,0.024876682087779045
5,0.9965833425521851,0.011716511100530624,0.991599977016449,0.02932092361152172
